REGION,Start,End,RSI,CATEGORY,TERM1PCT,TERM2PCT,TERM3PCT,TERM4PCT,AREA0,POP0,AREA1,POP1,AREA2,POP2,AREA3,POP3,AREA4,POP4,STORM_ID,REGION_CODE,YEAR,MONTH, 
South,1917-12-12,1917-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19171212_19171215_1,106,1917,12, 
Southeast,1917-12-12,1917-12-15,0.308,0,0.923,0.077,0,0,84712,15346029,8956,2890329,86,206569,0,0,0,0,19171212_19171215_1,104,1917,12, 
Upper Midwest,1917-12-12,1917-12-15,0.34,0,0.935,0.046,0.019,0,213014,22878422,19046,3417322,855,40712,57,2421,0,0,19171212_19171215_1,102,1917,12, 
National,1917-12-06,1917-12-09,0,0,0,0,0,0,1866473,167935894,964467,118200994,248188,28905994,27273,3556994,297,39444,19171206_19171209_1,110,1917,12, 
Northeast,1917-12-06,1917-12-09,1.349,1,0.892,0.108,0,0,170163,56868400,118606,15901900,6919,1223800,0,0,0,0,19171206_19171209_1,101,1917,12, 
Northern Rockies and Plains,1917-12-06,1917-12-09,1.115,1,0.935,0.065,0,0,453611,4407834,75928,1697024,3872,41694,0,0,0,0,19171206_19171209_1,105,1917,12, 
Ohio Valley,1917-12-06,1917-12-09,6.803,3,0.321,0.331,0.339,0.008,308644,46131923,195025,27740423,112619,15243723,21603,2682023,86,20603,19171206_19171209_1,103,1917,12, 
South,1917-12-06,1917-12-09,2.846,1,0.401,0.379,0.191,0.029,256058,11819722,107958,6161882,37392,2293172,4084,162962,134,5314,19171206_19171209_1,106,1917,12, 
Southeast,1917-12-06,1917-12-09,1.266,1,0.701,0.299,0,0,66539,11288090,40265,6951080,13098,1386600,0,0,0,0,19171206_19171209_1,104,1917,12, 
Upper Midwest,1917-12-06,1917-12-09,0.86,0,0.866,0.123,0.011,0,218349,20650104,57679,6638404,6208,235864,96,2316,0,0,19171206_19171209_1,102,1917,12, 
National,1917-03-02,1917-03-06,0,0,0,0,0,0,954330,145641660,426395,90071360,241797,68262760,33971,20530360,1499,383260,19170302_19170306_1,110,1917,3, 
Northeast,1917-03-02,1917-03-06,4.802,2,0.497,0.484,0.019,0,173422,56988232,169587,56092525,61330,39411425,365,132525,0,0,19170302_19170306_1,101,1917,3, 
Northern Rockies and Plains,1917-03-02,1917-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19170302_19170306_1,105,1917,3, 
Ohio Valley,1917-03-02,1917-03-06,3.837,2,0.404,0.414,0.143,0.04,308923,46148861,134828,20198461,79686,10708011,5871,469011,355,14762,19170302_19170306_1,103,1917,3, 
South,1917-03-02,1917-03-06,0.684,0,0.97,0.03,0,0,321675,19783037,61215,3671937,874,36827,0,0,0,0,19170302_19170306_1,106,1917,3, 
Southeast,1917-03-02,1917-03-06,0.774,0,0.42,0.459,0.107,0.015,52278,7635602,12569,2909562,5862,2355575,788,114025,38,5396,19170302_19170306_1,104,1917,3, 
Upper Midwest,1917-03-02,1917-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19170302_19170306_1,102,1917,3, 
National,1917-02-21,1917-02-24,0,0,0,0,0,0,985304,56678553,549502,33428653,107084,4027153,14684,1037873,807,78004,19170221_19170224_1,110,1917,2, 
Northeast,1917-02-21,1917-02-24,0.067,0,1,0,0,0,110054,31492380,4632,1631280,0,0,0,0,0,0,19170221_19170224_1,101,1917,2, 
Northern Rockies and Plains,1917-02-21,1917-02-24,0.757,0,0.891,0.109,0,0,314516,2184557,100674,632647,6602,27140,0,0,0,0,19170221_19170224_1,105,1917,2, 
Ohio Valley,1917-02-21,1917-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19170221_19170224_1,103,1917,2, 
South,1917-02-21,1917-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19170221_19170224_1,106,1917,2, 
Southeast,1917-02-21,1917-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19170221_19170224_1,104,1917,2, 
Upper Midwest,1917-02-21,1917-02-24,0.039,0,1,0,0,0,83270,4681759,5900,38169,0,0,0,0,0,0,19170221_19170224_1,102,1917,2, 
National,1917-02-17,1917-02-20,0,0,0,0,0,0,1261683,103021161,796916,44123561,227843,13361661,40083,4457891,317,3251,19170217_19170220_1,110,1917,2, 
Northeast,1917-02-17,1917-02-20,0.089,0,1,0,0,0,116540,36686823,11426,171023,0,0,0,0,0,0,19170217_19170220_1,101,1917,2, 
Northern Rockies and Plains,1917-02-17,1917-02-20,0.616,0,0.814,0.186,0,0,326134,3599580,71479,501790,4478,82515,0,0,0,0,19170217_19170220_1,105,1917,2, 
Ohio Valley,1917-02-17,1917-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19170217_19170220_1,103,1917,2, 
South,1917-02-17,1917-02-20,0.007,0,0.514,0.486,0,0,14751,65701,691,1649,269,337,0,0,0,0,19170217_19170220_1,106,1917,2, 
Southeast,1917-02-17,1917-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19170217_19170220_1,104,1917,2, 
Upper Midwest,1917-02-17,1917-02-20,0.839,0,0.997,0.003,0,0,213332,19995230,82232,5617630,76,14940,0,0,0,0,19170217_19170220_1,102,1917,2, 
National,1917-01-19,1917-01-23,0,0,0,0,0,0,1439836,146541753,955184,98188853,277844,18096853,27830,3326553,2604,131723,19170119_19170123_1,110,1917,1, 
Northeast,1917-01-19,1917-01-23,0.553,0,0.989,0.011,0,0,172739,56908971,60610,4742571,355,25351,0,0,0,0,19170119_19170123_1,101,1917,1, 
Northern Rockies and Plains,1917-01-19,1917-01-23,2.154,1,0.58,0.409,0.012,0,364661,3698673,167070,1345913,44100,541053,278,2619,0,0,19170119_19170123_1,105,1917,1, 
Ohio Valley,1917-01-19,1917-01-23,0.327,0,1,0,0,0,129043,28201670,18691,5869670,0,0,0,0,0,0,19170119_19170123_1,103,1917,1, 
South,1917-01-19,1917-01-23,0.001,0,1,0,0,0,37921,604472,124,480,0,0,0,0,0,0,19170119_19170123_1,106,1917,1, 
Southeast,1917-01-19,1917-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19170119_19170123_1,104,1917,1, 
Upper Midwest,1917-01-19,1917-01-23,6.04,3,0.307,0.265,0.349,0.08,243988,23416802,166743,14095052,69432,6182372,9994,1740382,624,25972,19170119_19170123_1,102,1917,1, 
National,1917-01-13,1917-01-16,0,0,0,0,0,0,828082,60458780,408002,23112580,14184,1157380,0,0,0,0,19170113_19170116_1,110,1917,1, 
Northeast,1917-01-13,1917-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19170113_19170116_1,101,1917,1, 
Northern Rockies and Plains,1917-01-13,1917-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19170113_19170116_1,105,1917,1, 
Ohio Valley,1917-01-13,1917-01-16,0.482,0,0.936,0.064,0,0,250148,30700406,47050,4605106,1595,202776,0,0,0,0,19170113_19170116_1,103,1917,1, 
South,1917-01-13,1917-01-16,4.263,2,0.6,0.4,0,0,399209,21874410,247736,13524220,35845,4754230,0,0,0,0,19170113_19170116_1,106,1917,1, 
Southeast,1917-01-13,1917-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19170113_19170116_1,104,1917,1, 
Upper Midwest,1917-01-13,1917-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19170113_19170116_1,102,1917,1, 
National,1916-03-02,1916-03-09,0,0,0,0,0,0,1615806,159626536,847794,88988040,398065,53857640,121547,23810540,21593,1882740,19160302_19160309_1,110,1916,3, 
Northeast,1916-03-02,1916-03-09,4.672,2,0.389,0.487,0.124,0,173940,57053760,129417,42545560,88536,26932860,4199,184060,0,0,19160302_19160309_1,101,1916,3, 
Northern Rockies and Plains,1916-03-02,1916-03-09,1.876,1,0.483,0.187,0.267,0.063,356377,3559758,130081,896538,21978,173651,6534,42859,528,2016,19160302_19160309_1,105,1916,3, 
Ohio Valley,1916-03-02,1916-03-09,0.079,0,0.947,0.053,0,0,262488,42305972,6554,974572,259,19580,0,0,0,0,19160302_19160309_1,103,1916,3, 
South,1916-03-02,1916-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160302_19160309_1,106,1916,3, 
Southeast,1916-03-02,1916-03-09,0.256,0,0.919,0.081,0,0,54998,11670877,10801,1825277,788,65617,0,0,0,0,19160302_19160309_1,104,1916,3, 
Upper Midwest,1916-03-02,1916-03-09,2.575,1,0.492,0.445,0.063,0,247621,23152419,123181,8652619,70604,2173259,1633,41669,0,0,19160302_19160309_1,102,1916,3, 
National,1916-01-31,1916-02-08,0,0,0,0,0,0,1598125,120305940,962443,74633340,298784,12366140,139758,7495770,71556,5306060,19160131_19160208_1,110,1916,1, 
Northeast,1916-01-31,1916-02-08,0.245,0,0.987,0.013,0,0,153538,32819460,24726,2856260,192,8370,0,0,0,0,19160131_19160208_1,101,1916,1, 
Northern Rockies and Plains,1916-01-31,1916-02-08,1.057,1,0.632,0.272,0.097,0,400813,4029815,83049,777245,21660,106515,1614,6151,0,0,19160131_19160208_1,105,1916,1, 
Ohio Valley,1916-01-31,1916-02-08,1.543,1,0.918,0.082,0,0,202386,35925742,116012,19646442,7563,647442,0,0,0,0,19160131_19160208_1,103,1916,1, 
South,1916-01-31,1916-02-08,0.117,0,1,0,0,0,90929,3350309,5199,950899,0,0,0,0,0,0,19160131_19160208_1,106,1916,1, 
Southeast,1916-01-31,1916-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160131_19160208_1,104,1916,1, 
Upper Midwest,1916-01-31,1916-02-08,1.175,1,0.935,0.065,0,0,202242,22608742,83193,9989042,4161,208962,0,0,0,0,19160131_19160208_1,102,1916,1, 
National,1916-01-24,1916-01-28,0,0,0,0,0,0,1536816,43989495,937736,25367395,231562,7559195,15635,2053065,297,1285,19160124_19160128_1,110,1916,1, 
Northeast,1916-01-24,1916-01-28,0.082,0,1,0,0,0,33865,1085028,10532,156243,0,0,0,0,0,0,19160124_19160128_1,101,1916,1, 
Northern Rockies and Plains,1916-01-24,1916-01-28,2.41,1,0.749,0.244,0.007,0,465162,4480544,198542,2333074,42447,235734,124,2379,0,0,19160124_19160128_1,105,1916,1, 
Ohio Valley,1916-01-24,1916-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160124_19160128_1,103,1916,1, 
South,1916-01-24,1916-01-28,0.211,0,1,0,0,0,121931,4420370,18595,1215580,0,0,0,0,0,0,19160124_19160128_1,106,1916,1, 
Southeast,1916-01-24,1916-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160124_19160128_1,104,1916,1, 
Upper Midwest,1916-01-24,1916-01-28,1.452,1,0.67,0.326,0.004,0,177189,8709454,105412,5496664,24217,1436844,67,904,0,0,19160124_19160128_1,102,1916,1, 
National,1916-01-17,1916-01-22,0,0,0,0,0,0,1298539,55496360,748636,31133560,362229,18533060,113695,8559800,19354,2519420,19160117_19160122_1,110,1916,1, 
Northeast,1916-01-17,1916-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160117_19160122_1,101,1916,1, 
Northern Rockies and Plains,1916-01-17,1916-01-22,0.328,0,0.863,0.137,0,0,213226,2863450,27609,397420,1864,31204,0,0,0,0,19160117_19160122_1,105,1916,1, 
Ohio Valley,1916-01-17,1916-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160117_19160122_1,103,1916,1, 
South,1916-01-17,1916-01-22,0.3,0,0.993,0.007,0,0,214226,6812006,36018,1181496,163,506,0,0,0,0,19160117_19160122_1,106,1916,1, 
Southeast,1916-01-17,1916-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160117_19160122_1,104,1916,1, 
Upper Midwest,1916-01-17,1916-01-22,0.09,0,1,0,0,0,117021,6989907,10907,379517,0,0,0,0,0,0,19160117_19160122_1,102,1916,1, 
National,1916-01-12,1916-01-16,0,0,0,0,0,0,981855,36344674,663899,22365474,268513,12302174,57919,2864144,18710,888504,19160112_19160116_1,110,1916,1, 
Northeast,1916-01-12,1916-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160112_19160116_1,101,1916,1, 
Northern Rockies and Plains,1916-01-12,1916-01-16,0.427,0,0.841,0.134,0.025,0,225796,1474313,56679,310053,3815,26041,163,712,0,0,19160112_19160116_1,105,1916,1, 
Ohio Valley,1916-01-12,1916-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160112_19160116_1,103,1916,1, 
South,1916-01-12,1916-01-16,0.027,0,1,0,0,0,8649,68980,4401,49783,0,0,0,0,0,0,19160112_19160116_1,106,1916,1, 
Southeast,1916-01-12,1916-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160112_19160116_1,104,1916,1, 
Upper Midwest,1916-01-12,1916-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160112_19160116_1,102,1916,1, 
National,1916-01-06,1916-01-13,0,0,0,0,0,0,1938270,153084660,1107186,54784660,376019,23294660,114935,4291560,38295,1511750,19160106_19160113_1,110,1916,1, 
Northeast,1916-01-06,1916-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160106_19160113_1,101,1916,1, 
Northern Rockies and Plains,1916-01-06,1916-01-13,1.936,1,0.61,0.198,0.128,0.064,432835,4261228,146130,1379338,26389,166108,3786,16340,643,1468,19160106_19160113_1,105,1916,1, 
Ohio Valley,1916-01-06,1916-01-13,0.036,0,1,0,0,0,149204,27884279,3209,450479,0,0,0,0,0,0,19160106_19160113_1,103,1916,1, 
South,1916-01-06,1916-01-13,0.236,0,0.986,0.014,0,0,182532,12337149,19614,1391049,221,1879,0,0,0,0,19160106_19160113_1,106,1916,1, 
Southeast,1916-01-06,1916-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160106_19160113_1,104,1916,1, 
Upper Midwest,1916-01-06,1916-01-13,1.419,1,0.959,0.041,0,0,248601,23452227,123046,10279127,3296,143327,0,0,0,0,19160106_19160113_1,102,1916,1, 
National,1916-01-03,1916-01-05,0,0,0,0,0,0,935738,30175290,519267,15709690,143852,7495920,29147,1360780,16260,836151,19160103_19160105_1,110,1916,1, 
Northeast,1916-01-03,1916-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160103_19160105_1,101,1916,1, 
Northern Rockies and Plains,1916-01-03,1916-01-05,1.344,1,0.556,0.349,0.086,0.01,305184,2046242,102288,783612,29483,230050,1489,10037,57,235,19160103_19160105_1,105,1916,1, 
Ohio Valley,1916-01-03,1916-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160103_19160105_1,103,1916,1, 
South,1916-01-03,1916-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160103_19160105_1,106,1916,1, 
Southeast,1916-01-03,1916-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19160103_19160105_1,104,1916,1, 
Upper Midwest,1916-01-03,1916-01-05,0.028,0,1,0,0,0,95398,2593500,3892,59750,0,0,0,0,0,0,19160103_19160105_1,102,1916,1, 
National,1915-12-30,1916-01-03,0,0,0,0,0,0,982871,85546820,616374,41332420,206115,15007520,66635,3154120,26754,1394760,19151230_19160103_1,110,1915,12, 
Northeast,1915-12-30,1916-01-03,0.488,0,0.989,0.011,0,0,145822,39443755,52730,4431355,336,17685,0,0,0,0,19151230_19160103_1,101,1915,12, 
Northern Rockies and Plains,1915-12-30,1916-01-03,0.725,0,0.767,0.184,0.049,0,186174,2520510,73151,609840,8927,59996,643,1468,0,0,19151230_19160103_1,105,1915,12, 
Ohio Valley,1915-12-30,1916-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19151230_19160103_1,103,1915,12, 
South,1915-12-30,1916-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19151230_19160103_1,106,1915,12, 
Southeast,1915-12-30,1916-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19151230_19160103_1,104,1915,12, 
Upper Midwest,1915-12-30,1916-01-03,0.46,0,0.963,0.037,0,0,136836,6548619,58140,1440129,1162,21919,0,0,0,0,19151230_19160103_1,102,1915,12, 
National,1915-12-10,1915-12-15,0,0,0,0,0,0,1065373,140896840,482546,103804440,122152,38493240,36835,13583940,13886,5603090,19151210_19151215_1,110,1915,12, 
Northeast,1915-12-10,1915-12-15,6.244,3,0.302,0.239,0.39,0.07,173681,57046880,133242,44479880,50606,20663380,9465,3678380,192,86000,19151210_19151215_1,101,1915,12, 
Northern Rockies and Plains,1915-12-10,1915-12-15,0.077,0,0.984,0.016,0,0,325510,3501293,11128,72283,48,877,0,0,0,0,19151210_19151215_1,105,1915,12, 
Ohio Valley,1915-12-10,1915-12-15,0.855,0,0.851,0.103,0.027,0.019,191988,34855983,37421,13747483,5804,349083,297,8086,38,1089,19151210_19151215_1,103,1915,12, 
South,1915-12-10,1915-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19151210_19151215_1,106,1915,12, 
Southeast,1915-12-10,1915-12-15,2.642,1,0.632,0.319,0.049,0,110313,18487242,77610,12786682,25312,3717062,1374,156092,0,0,19151210_19151215_1,104,1915,12, 
Upper Midwest,1915-12-10,1915-12-15,0.977,0,0.902,0.086,0.012,0,214370,22521513,71527,7516313,4718,209803,115,3252,0,0,19151210_19151215_1,102,1915,12, 
National,1915-04-03,1915-04-05,0,0,0,0,0,0,255933,70952450,154961,60791450,62195,41688150,4910,10288650,76,48550,19150403_19150405_1,110,1915,4, 
Northeast,1915-04-03,1915-04-05,2.175,1,0.578,0.419,0.003,0,119442,49424275,58140,41124985,12666,20143385,19,13385,0,0,19150403_19150405_1,101,1915,4, 
Northern Rockies and Plains,1915-04-03,1915-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150403_19150405_1,105,1915,4, 
Ohio Valley,1915-04-03,1915-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150403_19150405_1,103,1915,4, 
South,1915-04-03,1915-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150403_19150405_1,106,1915,4, 
Southeast,1915-04-03,1915-04-05,2.789,1,0.594,0.394,0.012,0,112571,18104407,71988,13499987,29694,5389257,394,38437,0,0,19150403_19150405_1,104,1915,4, 
Upper Midwest,1915-04-03,1915-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150403_19150405_1,102,1915,4, 
National,1915-03-07,1915-03-10,0,0,0,0,0,0,481729,19771225,227919,8158825,40486,248415,105,886,0,0,19150307_19150310_1,110,1915,3, 
Northeast,1915-03-07,1915-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150307_19150310_1,101,1915,3, 
Northern Rockies and Plains,1915-03-07,1915-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150307_19150310_1,105,1915,3, 
Ohio Valley,1915-03-07,1915-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150307_19150310_1,103,1915,3, 
South,1915-03-07,1915-03-10,2.424,1,0.581,0.277,0.142,0,271934,16283267,152001,6571647,45234,351357,4420,20407,0,0,19150307_19150310_1,106,1915,3, 
Southeast,1915-03-07,1915-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150307_19150310_1,104,1915,3, 
Upper Midwest,1915-03-07,1915-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19150307_19150310_1,102,1915,3, 
National,1915-03-02,1915-03-08,0,0,0,0,0,0,1571214,150225930,1080066,107750830,473552,48461930,114080,3928930,20488,674510,19150302_19150308_1,110,1915,3, 
Northeast,1915-03-02,1915-03-08,1.507,1,0.801,0.199,0,0,107833,49168120,71844,33547020,10350,4091220,0,0,0,0,19150302_19150308_1,101,1915,3, 
Northern Rockies and Plains,1915-03-02,1915-03-08,16.796,4,0.115,0.19,0.632,0.062,330949,3554300,186741,2746314,130715,2248021,57112,1644860,2412,34710,19150302_19150308_1,105,1915,3, 
Ohio Valley,1915-03-02,1915-03-08,2.24,1,0.409,0.253,0.338,0,290145,44023335,78946,12066035,36066,2475605,7755,728975,0,0,19150302_19150308_1,103,1915,3, 
South,1915-03-02,1915-03-08,12.168,4,0.096,0.152,0.436,0.316,178236,5815236,137913,4772136,73564,3457776,35451,1787396,9331,130536,19150302_19150308_1,106,1915,3, 
Southeast,1915-03-02,1915-03-08,1.129,1,0.624,0.369,0.007,0,64704,11422307,33250,5309897,13463,1680927,57,12457,0,0,19150302_19150308_1,104,1915,3, 
Upper Midwest,1915-03-02,1915-03-08,4.153,2,0.568,0.358,0.072,0.002,238809,23321378,181052,21215758,64463,5758058,2613,119288,9,479,19150302_19150308_1,102,1915,3, 
National,1915-01-29,1915-02-03,0,0,0,0,0,0,1988892,167588397,1118284,117422397,313074,25882893,55622,1380393,3613,22763,19150129_19150203_1,110,1915,1, 
Northeast,1915-01-29,1915-02-03,1.784,1,0.796,0.204,0,0,173902,57053360,94350,35800760,21593,1250660,0,0,0,0,19150129_19150203_1,101,1915,1, 
Northern Rockies and Plains,1915-01-29,1915-02-03,3.238,2,0.508,0.398,0.083,0.011,354638,3957005,164927,2270435,30012,1124325,1787,38475,38,1547,19150129_19150203_1,105,1915,1, 
Ohio Valley,1915-01-29,1915-02-03,0.826,0,0.959,0.041,0,0,300543,45358199,60264,11752399,2277,122099,0,0,0,0,19150129_19150203_1,103,1915,1, 
South,1915-01-29,1915-02-03,0.352,0,0.615,0.385,0,0,199791,7805726,23265,1013496,5746,235824,0,0,0,0,19150129_19150203_1,106,1915,1, 
Southeast,1915-01-29,1915-02-03,0.661,0,0.856,0.144,0,0,64896,9989274,24149,4684884,2143,536124,0,0,0,0,19150129_19150203_1,104,1915,1, 
Upper Midwest,1915-01-29,1915-02-03,3.488,2,0.424,0.424,0.128,0.024,222836,23125068,132272,11293168,69461,5164598,3978,170518,115,3947,19150129_19150203_1,102,1915,1, 
National,1915-01-20,1915-01-23,0,0,0,0,0,0,1244099,137369907,679415,81185507,112071,12821811,345,35311,0,0,19150120_19150123_1,110,1915,1, 
Northeast,1915-01-20,1915-01-23,0.832,0,0.995,0.005,0,0,169424,56274098,81041,11159498,278,9098,0,0,0,0,19150120_19150123_1,101,1915,1, 
Northern Rockies and Plains,1915-01-20,1915-01-23,2.11,1,0.668,0.332,0,0,374175,3631912,138096,1976412,19143,583292,0,0,0,0,19150120_19150123_1,105,1915,1, 
Ohio Valley,1915-01-20,1915-01-23,3.393,2,0.593,0.406,0.001,0,290750,43719000,159708,28727500,63051,10392600,28,4800,0,0,19150120_19150123_1,103,1915,1, 
South,1915-01-20,1915-01-23,0.21,0,0.879,0.121,0,0,94072,4147400,19018,914320,1355,30334,0,0,0,0,19150120_19150123_1,106,1915,1, 
Southeast,1915-01-20,1915-01-23,0.015,0,1,0,0,0,24265,4313121,864,85961,0,0,0,0,0,0,19150120_19150123_1,104,1915,1, 
Upper Midwest,1915-01-20,1915-01-23,0.638,0,0.975,0.025,0,0,169356,18555933,38670,6553633,999,27713,0,0,0,0,19150120_19150123_1,102,1915,1, 
National,1914-02-24,1914-02-27,0,0,0,0,0,0,361441,41385638,255212,31862198,70133,10105998,3824,534568,0,0,19140224_19140227_1,110,1914,2, 
Northeast,1914-02-24,1914-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19140224_19140227_1,101,1914,2, 
Northern Rockies and Plains,1914-02-24,1914-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19140224_19140227_1,105,1914,2, 
Ohio Valley,1914-02-24,1914-02-27,0.027,0,1,0,0,0,76995,7894772,2940,261252,0,0,0,0,0,0,19140224_19140227_1,103,1914,2, 
South,1914-02-24,1914-02-27,0.734,0,0.876,0.124,0,0,78292,6435030,44773,4354810,2594,220780,0,0,0,0,19140224_19140227_1,106,1914,2, 
Southeast,1914-02-24,1914-02-27,7.894,3,0.459,0.393,0.139,0.01,206547,27070045,185175,24931345,93072,13680945,11214,1395845,307,25335,19140224_19140227_1,104,1914,2, 
Upper Midwest,1914-02-24,1914-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19140224_19140227_1,102,1914,2, 
National,1914-02-12,1914-02-15,0,0,0,0,0,0,1266913,154670330,658842,109192530,309346,73309430,97647,16735530,27013,3163330,19140212_19140215_1,110,1914,2, 
Northeast,1914-02-12,1914-02-15,9.708,3,0.244,0.272,0.337,0.147,173941,57053757,167300,55931737,105460,30027237,19344,2596537,864,240897,19140212_19140215_1,101,1914,2, 
Northern Rockies and Plains,1914-02-12,1914-02-15,0.079,0,1,0,0,0,291624,3149176,11022,80726,0,0,0,0,0,0,19140212_19140215_1,105,1914,2, 
Ohio Valley,1914-02-12,1914-02-15,6.19,3,0.366,0.357,0.249,0.028,290779,43495087,213697,26838287,110774,14885787,13626,1969487,422,11577,19140212_19140215_1,103,1914,2, 
South,1914-02-12,1914-02-15,1.784,1,0.358,0.244,0.266,0.133,151347,6152643,65002,3197333,15942,878423,4699,90886,576,7947,19140212_19140215_1,106,1914,2, 
Southeast,1914-02-12,1914-02-15,3.957,2,0.508,0.349,0.139,0.004,125669,22348818,91737,15659458,38680,6549068,6775,524348,86,1300,19140212_19140215_1,104,1914,2, 
Upper Midwest,1914-02-12,1914-02-15,0.196,0,0.883,0.117,0,0,113205,15716614,18432,1016814,1470,37230,0,0,0,0,19140212_19140215_1,102,1914,2, 
National,1913-12-03,1913-12-09,0,0,0,0,0,0,916609,109673468,461376,24546764,168809,6302064,70691,3981844,35508,3290260,19131203_19131209_1,110,1913,12, 
Northeast,1913-12-03,1913-12-09,0.394,0,0.834,0.166,0,0,156825,49264838,38439,2064838,4093,141908,0,0,0,0,19131203_19131209_1,101,1913,12, 
Northern Rockies and Plains,1913-12-03,1913-12-09,0.957,0,0.406,0.333,0.261,0,135424,891213,56170,380943,18287,173868,2219,30693,0,0,19131203_19131209_1,105,1913,12, 
Ohio Valley,1913-12-03,1913-12-09,0.218,0,0.935,0.065,0,0,154990,31764424,16077,2943824,893,61644,0,0,0,0,19131203_19131209_1,103,1913,12, 
South,1913-12-03,1913-12-09,0.234,0,0.516,0.331,0.153,0,35364,248439,21430,105079,5631,20393,470,1719,0,0,19131203_19131209_1,106,1913,12, 
Southeast,1913-12-03,1913-12-09,0.047,0,1,0,0,0,21843,2402407,3055,217537,0,0,0,0,0,0,19131203_19131209_1,104,1913,12, 
